# ran on 2019.3, estimated in microseconds
SeNtInAl,bar,SecreC,Sharemind,3,.042178
SeNtInAl,bar,SecreC,RTT to Cloud,3,.1
SeNtInAl,bar,SecreC,Sharemind,9,.093918
SeNtInAl,bar,SecreC,RTT to Cloud,9,.1
